1	0.00	1505.12	1628.78	1628.78	1505.12	0.04	1568.11	1563.93	-306.38	-280.57	415.44	-401.50	-206.84	451.65	87.30	0.00	797632.56	0.00	93.48	1448.39	1448.39	1498.92	35.52	00	1487.60	1500.80	90.35	91.15	1417.42	1531.57	93.43	92.46	29.50	
2	10.00	950.02	1062.95	1062.98	949.99	-0.98	1007.98	1023.15	-622.42	-241.88	667.77	-626.70	-140.10	642.17	87.30	0.00	348689.53	0.00	90.55	952.08	952.08	1001.78	42.44	00	895.48	1047.82	92.56	93.13	880.85	1003.26	95.31	94.66	29.75	
3	20.00	393.10	491.83	491.99	392.91	-2.37	445.13	467.04	-867.52	-112.88	874.84	-861.84	-71.13	864.77	89.29	0.00	78019.64	0.00	81.66	426.53	426.53	474.43	57.72	00	416.37	489.36	93.95	93.31	383.44	484.19	98.11	96.82	30.00	
4	30.00	159.61	76.61	160.02	75.76	-4.64	124.84	93.49	-1086.82	-9.67	1086.87	-1079.31	-1.23	1079.31	85.32	0.00	3189.08	0.00	43.03	66.76	66.76	110.96	90.27	4.60	137.07	61.99	95.96	92.54	127.30	55.57	98.14	98.16	29.75	
5	40.00	716.19	641.41	717.40	640.05	-7.41	679.82	667.40	-1273.88	67.72	1275.67	-1310.30	70.37	1312.18	87.30	0.00	151655.28	0.00	90.59	629.02	629.02	661.69	42.35	3.40	668.36	584.70	93.78	92.34	658.25	592.89	96.20	95.42	30.00	
6	50.00	1271.23	1204.77	1273.26	1202.63	-9.90	1238.35	1165.65	-1609.27	99.97	1612.38	-1534.55	136.49	1540.60	85.72	0.00	438970.75	0.00	92.36	1062.92	1062.92	1106.85	38.32	15.26	1110.77	1092.32	90.98	89.10	1135.20	1093.02	93.92	91.11	29.75	
7	60.00	1823.83	1768.35	1826.99	1765.08	-13.17	1796.15	1652.42	-1751.17	241.88	1767.80	-1755.62	205.55	1767.61	86.91	0.00	840748.62	0.00	96.59	1501.55	1501.55	1528.02	25.88	34.60	1471.13	1494.86	88.95	87.85	1677.20	1553.67	91.24	89.70	29.75	
8	70.00	2372.82	2320.19	2377.64	2315.26	-16.23	2346.48	2031.03	-1893.07	164.47	1900.21	-1974.30	269.98	1992.67	86.11	0.00	1201083.25	0.00	95.36	1761.99	1761.99	1804.89	30.12	78.77	1908.84	1932.25	86.20	85.49	2036.55	2045.25	87.78	85.39	29.50	
